theta_rad,Jc_A_per_m2
0.6719517620178169,4080053.145675913
0.6763150851478027,4068062.529124409
0.6806784082777885,4056154.094669033
0.6850417314077744,4044327.8094168818
0.6894050545377601,4032583.625743129
0.693768377667746,4020921.4818334603
0.6981317007977318,4009341.3022127547
0.7024950239277177,3997842.99826019
0.7068583470577035,3986426.46871104
0.7112216701876893,3975091.6001453483
0.7155849933176751,3963838.267463744
0.7199483164476609,3952666.3343506022
0.7243116395776468,3941575.653724798
0.7286749627076325,3930566.0681782803
0.7330382858376184,3919637.4104027036
0.7374016089676042,3908789.5036043427
0.7417649320975901,3898022.161907541
0.7461282552275759,3887335.190746903
0.7504915783575618,3876728.387248482
0.7548549014875475,3866201.5406001923
0.7592182246175333,3855754.4324116632
0.7635815477475192,3845386.837063782
0.767944870877505,3835098.522048133
0.7723081940074908,3824889.2482965784
0.7766715171374766,3814758.7705011894
0.7810348402674625,3804706.837424749
0.7853981633974483,3794733.192202055
0.7897614865274342,3784837.5726322243
0.7941248096574199,3775019.7114622253
0.7984881327874057,3765279.336661838
0.8028514559173916,3755616.1716902526
0.8072147790473774,3746029.9357545185
0.8115781021773633,3736520.3440600196
0.815941425307349,3727087.108053217
0.8203047484373349,3717729.935656804
0.8246680715673207,3708448.531497502
0.8290313946973066,3699242.5971266683
0.8333947178272924,3690111.8312339094
0.8377580409572782,3681055.929853871
0.842121364087264,3672074.5865663914
0.8464846872172498,3663167.4926901865
0.8508480103472357,3654334.3374702516
0.8552113334772214,3645574.8082591235
0.8595746566072073,3636888.590692195
0.8639379797371931,3628275.368857221
0.868301302867179,3619734.825458186
0.8726646259971648,3611266.64197369
0.8770279491271507,3602870.498809989
0.8813912722571364,3594546.0754488576
0.8857545953871222,3586293.0505904006
0.8901179185171081,3578111.102290972
0.8944812416470939,3569999.9080963237
0.8988445647770797,3561959.145170131
0.9032078879070655,3553988.490418022
0.9075712110370514,3546087.6206072397
0.9119345341670372,3538256.212482063
0.9162978572970231,3530493.9428751157
0.9206611804270088,3522800.488814669
0.9250245035569946,3515175.5276280716
0.9293878266869805,3507618.737041412
0.9337511498169663,3500129.795275525
0.9381144729469522,3492708.3811384523
0.9424777960769379,3485354.1741144666
0.9468411192069238,3478066.854449755
0.9512044423369096,3470846.10323487
0.9555677654668955,3463691.6024840437
0.9599310885968813,3456603.0352114574
0.964294411726867,3449580.085504563
0.9686577348568529,3442622.43859455
0.9730210579868387,3435729.78092404
0.9773843811168246,3428901.8002120936
0.9817477042468103,3422138.18551663
0.9861110273767962,3415438.627294314
0.990474350506782,3408802.817458015
0.9948376736367679,3402230.4494318957
0.9992009967667537,3395721.218204225
1.0035643198967394,3389274.820377965
1.0079276430267252,3382890.9542192263
1.0122909661567112,3376569.3197036446
1.016654289286697,3370309.618560753
1.0210176124166828,3364111.5543164113
1.0253809355466685,3357974.832333366
1.0297442586766545,3351899.1598499836
1.0341075818066403,3345884.2460172432
1.038470904936626,3339929.8019340155
1.0428342280666119,3334035.5406807177
1.0471975511965976,3328201.1773513746
1.0515608743265836,3322426.4290841534
1.0559241974565694,3316711.0150904134
1.0602875205865552,3311054.656682334
1.064650843716541,3305457.0772991595
1.069014166846527,3299918.002532114
1.0733774899765127,3294437.160148028
1.0777408131064985,3289014.2801117282
1.0821041362364843,3283649.0946072326
1.08646745936647,3278341.338057781
1.090830782496456,3273090.747144765
1.0951941056264418,3267897.0608255793
1.0995574287564276,3262760.020350436
1.1039207518864134,3257679.3692781883
1.1082840750163994,3252654.853491188
1.1126473981463851,3247686.2212092257
1.117010721276371,3242773.2230025735
1.1213740444063567,3237915.6118041733
1.1257373675363425,3233113.1429210054
1.1301006906663285,3228365.574044655
1.1344640137963142,3223672.6652611266
1.1388273369263,3219034.1790599143
1.1431906600562858,3214449.8803423797
1.1475539831862718,3209919.5364294425
1.1519173063162575,3205442.9170686286
